"","CT_ID_10","Guns_2020","PrivateConflict_2020","SocDis_2020","Violence_2020","NUM_REST","PRIVATENEGLECT","PUBLICDENIG_count","PropViol2020_rate","CodeViol2020_rate","AV_LAND_PER_SF.res","AV_LAND_PER_SF.nonres","Buildingpermit_totalcount","Type","ForBorn","White","Black","Hispanic","MedHouseIncome","HomeOwnPer","ListingsFreq.Clist","MedianRent.Clist","ListingsFreq.Airbnb","MedianRent.Airbnb"
"20",25025010203,3.34759159382555,10.4147294030128,7.99702436302771,18.5977310768086,55,60,162,0,182.257764552725,38.6843793899865,33.7543368663488,24,"I",0.333273766976412,0.509113652609006,0.0312723373838456,0.155646890636169,41544,0.0561521939245167,407,1895,2542,229
"21",25025010204,0.278396436525612,3.89755011135857,1.39198218262806,7.23830734966592,16,32,32,0,300.668151447661,48.7872266132673,110.954640372052,35,"I",0.242782152230971,0.637007874015748,0.0280839895013123,0.0824146981627297,41667,0.120857699805068,700,2100,1298,185
"22",25025010300,0.181818181818182,1.45454545454545,1.27272727272727,5.27272727272727,18,10,13,0,1.81818181818182,16.5618289748986,222.179035646638,23,"I",0.153242384601009,0.700056064287049,0.0543823584376752,0.0726966922070641,43313,0.0966542750929368,17,2350,82,112
"23",25025010403,1.75131348511384,5.60420315236427,11.9089316987741,25.569176882662,22,49,160,3.50262697022767,255.69176882662,55.1052500001093,109.053946550077,16,"I",0.367598982927715,0.507083181983291,0.106066109698511,0.163458045768253,31071,0.0465481171548117,101,2200,638,177
"24",25025010404,0.765843385027762,3.06337354011105,2.10606930882635,5.74382538770821,26,63,157,0,315.910396323952,110.329507653971,63.8069974801093,23,"I",0.26445959104187,0.539240506329114,0.0331061343719572,0.0880233690360273,26875,0.120064464141821,48,2379,308,111
"25",25025010405,0.662471016893011,0.828088771116264,1.65617754223253,9.1089764822789,15,43,73,0,77.8403444849288,41.9800820020476,105.371255634675,20,"I",0.195572569906791,0.574067909454061,0.0978695073235686,0.122336884154461,19000,0.0373493975903614,33,1950,177,150
"26",25025010408,0.718390804597701,3.59195402298851,3.59195402298851,10.0574712643678,1,20,24,0,316.091954022989,65.4968963515056,10.0104587311532,5,"I",0.312625250501002,0.561790247160989,0.124248496993988,0.12625250501002,66389,0.0965116279069767,96,1889.5,212,125
"27",25025010500,2.83929585462805,4.54287336740488,7.95002839295855,14.4804088586031,17,56,188,0,377.626348665531,233.934367371753,2845.71199520727,26,"I",0.375329622033402,0.559917960738353,0.0814532669205977,0.17814239671843,54278,0.0984354628422425,161,2100,1053,199
"28",25025010600,4.45151033386328,12.7186009538951,18.7599364069952,65.1828298887122,62,33,104,0,165.341812400636,70.8275616138746,105.283418672183,32,"I",0.238636363636364,0.660037878787879,0.0918560606060606,0.0527146464646465,89886,0.138277511961722,839,2795,1968,249
"29",25025010701,5.45171339563863,17.5233644859813,12.4610591900312,28.0373831775701,49,61,357,11.6822429906542,1129.28348909657,100.254067132306,454.063126331232,49,"R",0.186739404112463,0.752832563994964,0.0151070079731431,0.0998741082668905,117875,0.312453942520265,224,2412.5,1430,190
